"adjudicated_sample_id","adjudicated_measurement_id","source_branch","source_file","source_sheet","source_sheet_rows","source_sheet_rows_model","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","isotope","raw_value_retained_mean","audit_value_mean","value","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","source_measurement_ids","source_measurement_ids_model","n_retained_assay_rows","n_model_contributing_rows","adjudication_method","assay_qc_variant_name","assay_qc_variant_row_action","assay_qc_action","assay_qc_reason","assay_qc_evidence_source","assay_qc_decision_ids","assay_qc_repeat_pair_detected","assay_qc_repeat_detection_sources","assay_qc_repeat_detection_pattern","assay_qc_repeat_resolution_status","assay_qc_contributes_to_model_value","assay_qc_model_source_rows","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes"
"live_model_CP16671_2024.12.11_breast.feather","live_model_CP16671_2024.12.11_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","66","66","CP16671_2024-12-11_breast feather","CP16671_2024-12-11_breast feather","CP16671","breast","Breast",FALSE,"normalised_d15n",10.3509292265791,10.3509292265791,10.3509292265791,0.305,3.35313657163971,"F",,,"unknown","unknown",,169.213724015281,-45.3410719614476,FALSE,"live_pheno_114|live_pheno_132",2,"CP16671_2024-12-11","live_measurement_0109","live_measurement_0109",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"66",FALSE,,
"live_model_CP16671_2024.12.11_primary.feather","live_model_CP16671_2024.12.11_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","67","67","CP16671_2024-12-11_primary feather","CP16671_2024-12-11_primary feather","CP16671","primary","Primary",FALSE,"normalised_d13c",-22.6088299255407,-22.6088299255407,-22.6088299255407,0.206,3.49429796929782,"F",,,"unknown","unknown",,169.213724015281,-45.3410719614476,FALSE,"live_pheno_114|live_pheno_132",2,"CP16671_2024-12-11","live_measurement_0112","live_measurement_0112",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"67",FALSE,,
"live_model_CP16671_2024.12.11_primary.feather","live_model_CP16671_2024.12.11_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","67","67","CP16671_2024-12-11_primary feather","CP16671_2024-12-11_primary feather","CP16671","primary","Primary",FALSE,"normalised_d15n",5.71680698522049,5.71680698522049,5.71680698522049,0.206,3.49429796929782,"F",,,"unknown","unknown",,169.213724015281,-45.3410719614476,FALSE,"live_pheno_114|live_pheno_132",2,"CP16671_2024-12-11","live_measurement_0111","live_measurement_0111",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"67",FALSE,,
"live_model_CP16677_2024.12.13_breast.feather","live_model_CP16677_2024.12.13_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","68","68","CP16677_2024-12-13_breast feather","CP16677_2024-12-13_breast feather","CP16677","breast","Breast",FALSE,"normalised_d13c",-13.4558267549856,-13.4558267549856,-13.4558267549856,0.22,3.38717153015162,"M",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_115|live_pheno_133",2,"CP16677_2024-12-13","live_measurement_0114","live_measurement_0114",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"68",FALSE,,
"live_model_CP16677_2024.12.13_breast.feather","live_model_CP16677_2024.12.13_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","68","68","CP16677_2024-12-13_breast feather","CP16677_2024-12-13_breast feather","CP16677","breast","Breast",FALSE,"normalised_d15n",10.491282119553,10.491282119553,10.491282119553,0.22,3.38717153015162,"M",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_115|live_pheno_133",2,"CP16677_2024-12-13","live_measurement_0113","live_measurement_0113",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"68",FALSE,,
"live_model_CP16677_2024.12.13_primary.feather","live_model_CP16677_2024.12.13_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","69","69","CP16677_2024-12-13_primary feather","CP16677_2024-12-13_primary feather","CP16677","primary","Primary",FALSE,"normalised_d13c",-23.0656359175076,-23.0656359175076,-23.0656359175076,0.207,3.45358752771625,"M",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_115|live_pheno_133",2,"CP16677_2024-12-13","live_measurement_0116","live_measurement_0116",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"69",FALSE,,
"live_model_CP16677_2024.12.13_primary.feather","live_model_CP16677_2024.12.13_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","69","69","CP16677_2024-12-13_primary feather","CP16677_2024-12-13_primary feather","CP16677","primary","Primary",FALSE,"normalised_d15n",4.82354697155025,4.82354697155025,4.82354697155025,0.207,3.45358752771625,"M",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_115|live_pheno_133",2,"CP16677_2024-12-13","live_measurement_0115","live_measurement_0115",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"69",FALSE,,
"live_model_CP16678_2024.12.13_breast.feather","live_model_CP16678_2024.12.13_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","70","70","CP16678_2024-12-13_breast feather","CP16678_2024-12-13_breast feather","CP16678","breast","Breast",FALSE,"normalised_d13c",-23.2303119996661,-23.2303119996661,-23.2303119996661,0.262,3.30016413403725,"F",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_116|live_pheno_134",2,"CP16678_2024-12-13","live_measurement_0118","live_measurement_0118",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"70",FALSE,,
"live_model_CP16678_2024.12.13_breast.feather","live_model_CP16678_2024.12.13_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","70","70","CP16678_2024-12-13_breast feather","CP16678_2024-12-13_breast feather","CP16678","breast","Breast",FALSE,"normalised_d15n",11.122604278131,11.122604278131,11.122604278131,0.262,3.30016413403725,"F",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_116|live_pheno_134",2,"CP16678_2024-12-13","live_measurement_0117","live_measurement_0117",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"70",FALSE,,
"live_model_CP16678_2024.12.13_primary.feather","live_model_CP16678_2024.12.13_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","71","71","CP16678_2024-12-13_primary feather","CP16678_2024-12-13_primary feather","CP16678","primary","Primary",FALSE,"normalised_d13c",-23.3576076214573,-23.3576076214573,-23.3576076214573,0.256,3.42958328490398,"F",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_116|live_pheno_134",2,"CP16678_2024-12-13","live_measurement_0120","live_measurement_0120",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"71",FALSE,,
"live_model_CP16678_2024.12.13_primary.feather","live_model_CP16678_2024.12.13_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","71","71","CP16678_2024-12-13_primary feather","CP16678_2024-12-13_primary feather","CP16678","primary","Primary",FALSE,"normalised_d15n",4.31363292039113,4.31363292039113,4.31363292039113,0.256,3.42958328490398,"F",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_116|live_pheno_134",2,"CP16678_2024-12-13","live_measurement_0119","live_measurement_0119",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"71",FALSE,,
"live_model_CP16681_2024.12.16_breast.feather","live_model_CP16681_2024.12.16_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","72","72","CP16681_2024-12-16_breast feather","CP16681_2024-12-16_breast feather","CP16681","breast","Breast",FALSE,"normalised_d13c",-11.5864767757948,-11.5864767757948,-11.5864767757948,0.194,3.31800617986908,"M",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_117|live_pheno_135",2,"CP16681_2024-12-16","live_measurement_0122","live_measurement_0122",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"72",FALSE,,
"live_model_CP16681_2024.12.16_breast.feather","live_model_CP16681_2024.12.16_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","72","72","CP16681_2024-12-16_breast feather","CP16681_2024-12-16_breast feather","CP16681","breast","Breast",FALSE,"normalised_d15n",12.329991989426,12.329991989426,12.329991989426,0.194,3.31800617986908,"M",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_117|live_pheno_135",2,"CP16681_2024-12-16","live_measurement_0121","live_measurement_0121",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"72",FALSE,,
"live_model_CP16681_2024.12.16_primary.feather","live_model_CP16681_2024.12.16_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","73","73","CP16681_2024-12-16_primary feather","CP16681_2024-12-16_primary feather","CP16681","primary","Primary",FALSE,"normalised_d13c",-24.8246117480203,-24.8246117480203,-24.8246117480203,0.204,3.47189636684835,"M",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_117|live_pheno_135",2,"CP16681_2024-12-16","live_measurement_0124","live_measurement_0124",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"73",FALSE,,
"live_model_CP16681_2024.12.16_primary.feather","live_model_CP16681_2024.12.16_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","73","73","CP16681_2024-12-16_primary feather","CP16681_2024-12-16_primary feather","CP16681","primary","Primary",FALSE,"normalised_d15n",2.12613609965154,2.12613609965154,2.12613609965154,0.204,3.47189636684835,"M",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_117|live_pheno_135",2,"CP16681_2024-12-16","live_measurement_0123","live_measurement_0123",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"73",FALSE,,
"live_model_CP16685_2024.12.18_breast.feather","live_model_CP16685_2024.12.18_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","74","74","CP16685_2024-12-18_breast feather","CP16685_2024-12-18_breast feather","CP16685","breast","Breast",FALSE,"normalised_d13c",-12.729150059312,-12.729150059312,-12.729150059312,0.258,3.39791612671006,"F",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_118|live_pheno_136",2,"CP16685_2024-12-18","live_measurement_0126","live_measurement_0126",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"74",FALSE,,
"live_model_CP16685_2024.12.18_breast.feather","live_model_CP16685_2024.12.18_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","74","74","CP16685_2024-12-18_breast feather","CP16685_2024-12-18_breast feather","CP16685","breast","Breast",FALSE,"normalised_d15n",15.3213517395468,15.3213517395468,15.3213517395468,0.258,3.39791612671006,"F",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_118|live_pheno_136",2,"CP16685_2024-12-18","live_measurement_0125","live_measurement_0125",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"74",FALSE,,
"live_model_CP16685_2024.12.18_primary.feather","live_model_CP16685_2024.12.18_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","75","75","CP16685_2024-12-18_primary feather","CP16685_2024-12-18_primary feather","CP16685","primary","Primary",FALSE,"normalised_d13c",-23.9469843990072,-23.9469843990072,-23.9469843990072,0.363,3.33187844659801,"F",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_118|live_pheno_136",2,"CP16685_2024-12-18","live_measurement_0128","live_measurement_0128",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"75",FALSE,,
"live_model_CP16685_2024.12.18_primary.feather","live_model_CP16685_2024.12.18_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","75","75","CP16685_2024-12-18_primary feather","CP16685_2024-12-18_primary feather","CP16685","primary","Primary",FALSE,"normalised_d15n",5.32339087595626,5.32339087595626,5.32339087595626,0.363,3.33187844659801,"F",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_118|live_pheno_136",2,"CP16685_2024-12-18","live_measurement_0127","live_measurement_0127",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"75",FALSE,,
"live_model_CP16686_2025.01.07_breast.feather","live_model_CP16686_2025.01.07_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","76","76","CP16686_2025-01-07_breast feather","CP16686_2025-01-07_breast feather","CP16686","breast","Breast",FALSE,"normalised_d13c",-22.8282194800399,-22.8282194800399,-22.8282194800399,0.22,3.40128142221385,"F",,,"unknown","unknown",,169.211730966344,-45.3636030200869,FALSE,"live_pheno_119|live_pheno_137",2,"CP16686_2025-01-07","live_measurement_0130","live_measurement_0130",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"76",FALSE,,
"live_model_CP16686_2025.01.07_breast.feather","live_model_CP16686_2025.01.07_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","76","76","CP16686_2025-01-07_breast feather","CP16686_2025-01-07_breast feather","CP16686","breast","Breast",FALSE,"normalised_d15n",11.6102601762633,11.6102601762633,11.6102601762633,0.22,3.40128142221385,"F",,,"unknown","unknown",,169.211730966344,-45.3636030200869,FALSE,"live_pheno_119|live_pheno_137",2,"CP16686_2025-01-07","live_measurement_0129","live_measurement_0129",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"76",FALSE,,
"live_model_CP16686_2025.01.07_primary.feather","live_model_CP16686_2025.01.07_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","77","77","CP16686_2025-01-07_primary feather","CP16686_2025-01-07_primary feather","CP16686","primary","Primary",FALSE,"normalised_d13c",-22.9320068549817,-22.9320068549817,-22.9320068549817,0.201,3.44574580315402,"F",,,"unknown","unknown",,169.211730966344,-45.3636030200869,FALSE,"live_pheno_119|live_pheno_137",2,"CP16686_2025-01-07","live_measurement_0132","live_measurement_0132",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"77",FALSE,,
"live_model_CP16686_2025.01.07_primary.feather","live_model_CP16686_2025.01.07_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","77","77","CP16686_2025-01-07_primary feather","CP16686_2025-01-07_primary feather","CP16686","primary","Primary",FALSE,"normalised_d15n",5.19957463852285,5.19957463852285,5.19957463852285,0.201,3.44574580315402,"F",,,"unknown","unknown",,169.211730966344,-45.3636030200869,FALSE,"live_pheno_119|live_pheno_137",2,"CP16686_2025-01-07","live_measurement_0131","live_measurement_0131",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"77",FALSE,,
"live_model_CP16693_2024.09.30_breast.feather","live_model_CP16693_2024.09.30_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","78|79","79","CP16693_2024-09-30_breast feather|CP16693_2024-09-30_breast feather_rpt","CP16693_2024-09-30_breast feather","CP16693","breast","Breast",TRUE,"normalised_d13c",-24.092719850336,-24.092719850336,-23.9903077104457,0.2025,3.36312580566798,"F","266394","266394","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",172.608074,-43.830353,TRUE,"live_pheno_052|live_pheno_062",2,"CP16693_2024-09-30","live_measurement_0134|live_measurement_0136","live_measurement_0136",2,1,"explicit_use_selected_row","sensitivity","include","keep","Repeat-analysis comment explicitly instructs use of the C value from this assay row.|Retained as a valid repeat observation, but an explicit workbook comment selected another row for the modelling value.","comment column|green raw","aqc_0025|aqc_0026",TRUE,"green formatting|_rpt suffix|comments","rpt_only_green","resolved_comment_selected_row",TRUE,"79",FALSE,,
"live_model_CP16693_2024.09.30_breast.feather","live_model_CP16693_2024.09.30_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","78|79","79","CP16693_2024-09-30_breast feather|CP16693_2024-09-30_breast feather_rpt","CP16693_2024-09-30_breast feather","CP16693","breast","Breast",TRUE,"normalised_d15n",10.0992781862487,10.0992781862487,10.3932300598609,0.2025,3.36312580566798,"F","266394","266394","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",172.608074,-43.830353,TRUE,"live_pheno_052|live_pheno_062",2,"CP16693_2024-09-30","live_measurement_0133|live_measurement_0135","live_measurement_0135",2,1,"explicit_use_selected_row","sensitivity","include","keep","Repeat-analysis comment explicitly instructs use of the N value from this assay row.|Retained as a valid repeat observation, but an explicit workbook comment selected another row for the modelling value.","comment column|green raw","aqc_0023|aqc_0024",TRUE,"green formatting|_rpt suffix|comments","rpt_only_green","resolved_comment_selected_row",TRUE,"79",FALSE,,
